,2.50%,MLE,97.50%
Beta0,-0.063085728,-0.04964403,-0.036202332
Beta1,-0.442012318,-0.349159656,-0.256306994
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
